"from","to"
"cel01200","CELE_K01C8.1"
"cel01200","CELE_K07A3.1"
"cel01200","CELE_K09H11.7"
"cel01200","CELE_K10B3.7"
"cel01200","CELE_K10B3.8"
"cel01200","CELE_K10H10.2"
"cel01200","CELE_LLC1.3"
"cel01200","CELE_R08E5.2"
"cel01200","CELE_R12C12.1"
"cel01200","CELE_R151.2"
"cel01200","CELE_T01C8.5"
"cel01200","CELE_T02G5.7"
"cel01200","CELE_T02G5.8"
"cel01200","CELE_T03F1.3"
"cel01200","CELE_T05D4.1"
"cel01200","CELE_T05G5.6"
"cel01200","CELE_T05H10.6"
"cel01200","CELE_T07C4.7"
"cel01200","CELE_T09B4.8"
"cel01200","CELE_T09F3.3"
"cel01200","CELE_T14D7.1"
"cel01200","CELE_T20G5.2"
"cel01200","CELE_T21B10.2"
"cel01200","CELE_T22B11.5"
"cel01200","CELE_T25B9.9"
"cel01200","CELE_W02F12.5"
"cel01200","CELE_W02H5.8"
"cel01200","CELE_Y105E8A.4"
"cel01200","CELE_Y17G7B.7"
"cel01200","CELE_Y24D9A.8"
"cel01200","CELE_Y48B6A.12"
"cel01200","CELE_Y48G10A.1"
"cel01200","CELE_Y51H7C.9"
"cel01200","CELE_Y54G11A.13"
"cel01200","CELE_Y54G11A.5"
"cel01200","CELE_Y54G11A.6"
"cel01200","CELE_Y57G11C.3"
"cel01200","CELE_Y62E10A.13"
"cel01200","CELE_Y71H10A.1"
"cel01200","CELE_Y87G2A.8"
"cel01200","CELE_ZK1058.1"
"cel01200","CELE_ZK455.1"
"cel01200","CELE_ZK593.1"
"cel01200","CELE_ZK829.4"
"cel01210","CELE_C04C3.3"
"cel01210","CELE_C06A6.4"
"cel01210","CELE_C10C5.3"
"cel01210","CELE_C10C5.4"
"cel01210","CELE_C10C5.5"
"cel01210","CELE_C14F11.1"
"cel01210","CELE_C30F12.7"
"cel01210","CELE_C30H6.7"
"cel01210","CELE_C32F10.8"
"cel01210","CELE_C34F6.8"
"cel01210","CELE_C37E2.1"
"cel01210","CELE_C44E4.3"
"cel01210","CELE_F23B12.5"
"cel01210","CELE_F27D4.5"
"cel01210","CELE_F35G12.2"
"cel01210","CELE_F43G9.1"
"cel01210","CELE_F54H12.1"
"cel01210","CELE_F59B8.2"
"cel01210","CELE_K02A4.1"
"cel01210","CELE_LLC1.3"
"cel01210","CELE_T01C8.5"
"cel01210","CELE_T05H10.6"
"cel01210","CELE_T09B4.8"
"cel01210","CELE_T14D7.1"
"cel01210","CELE_T20G5.2"
"cel01210","CELE_T22B11.5"
"cel01210","CELE_W02F12.5"
"cel01210","CELE_Y39E4A.3"
"cel01210","CELE_Y44A6D.5"
"cel01210","CELE_ZK455.1"
"cel01210","CELE_ZK669.4"
"cel01210","CELE_ZK836.2"
"cel01212","CELE_B0272.3"
"cel01212","CELE_B0303.3"
"cel01212","CELE_C06B3.4"
"cel01212","CELE_C06B3.5"
"cel01212","CELE_C15F1.6"
"cel01212","CELE_C29F3.1"
"cel01212","CELE_C40H1.4"
"cel01212","CELE_C46F4.2"
"cel01212","CELE_C48B4.1"
"cel01212","CELE_C50D2.9"
"cel01212","CELE_C55B7.4"
"cel01212","CELE_C56G2.6"
"cel01212","CELE_D2024.3"
"cel01212","CELE_E04F6.5"
"cel01212","CELE_F01G10.2"
"cel01212","CELE_F01G10.3"
"cel01212","CELE_F08A8.1"
"cel01212","CELE_F08A8.2"
"cel01212","CELE_F08A8.3"
"cel01212","CELE_F08A8.4"
"cel01212","CELE_F09E10.3"
"cel01212","CELE_F10D2.9"
"cel01212","CELE_F10G8.9"
"cel01212","CELE_F11A5.12"
"cel01212","CELE_F11E6.5"
"cel01212","CELE_F25G6.5"
"cel01212","CELE_F28F8.2"
"cel01212","CELE_F32H2.5"
"cel01212","CELE_F37C12.7"
"cel01212","CELE_F41H10.7"
"cel01212","CELE_F41H10.8"
"cel01212","CELE_F44C4.5"
"cel01212","CELE_F47G6.2"
"cel01212","CELE_F53A2.7"
"cel01212","CELE_F54C8.1"
"cel01212","CELE_F56H11.4"
"cel01212","CELE_F58F9.7"
"cel01212","CELE_F59F4.1"
"cel01212","CELE_K05F1.3"
"cel01212","CELE_K06A5.6"
"cel01212","CELE_R07C3.4"
"cel01212","CELE_R07H5.2"
"cel01212","CELE_R09B5.6"
"cel01212","CELE_R09E10.3"
"cel01212","CELE_T02G5.7"
"cel01212","CELE_T02G5.8"
"cel01212","CELE_T05G5.6"
"cel01212","CELE_T08B1.6"
"cel01212","CELE_T08B2.7"
"cel01212","CELE_T08G2.3"
"cel01212","CELE_T10E9.9"
"cel01212","CELE_T15B7.2"
"cel01212","CELE_T25G12.5"
"cel01212","CELE_VZK822L.1"
"cel01212","CELE_W03F9.4"
"cel01212","CELE_W06D12.3"
"cel01212","CELE_W09B6.1"
"cel01212","CELE_W09H1.5"
"cel01212","CELE_Y105E8A.4"
"cel01212","CELE_Y39A1A.11"
"cel01212","CELE_Y46G5A.17"
"cel01212","CELE_Y48A6B.9"
"cel01212","CELE_Y53F4B.2"
"cel01212","CELE_Y57A10C.6"
"cel01212","CELE_Y65B4BL.5"
"cel01212","CELE_Y76A2B.3"
"cel01230","CELE_B0280.3"
"cel01230","CELE_C05D11.11"
"cel01230","CELE_C06A6.4"
"cel01230","CELE_C06E7.1"
"cel01230","CELE_C06E7.3"
"cel01230","CELE_C10C5.3"
"cel01230","CELE_C10C5.4"
"cel01230","CELE_C10C5.5"
"cel01230","CELE_C14F11.1"
"cel01230","CELE_C17G1.7"
"cel01230","CELE_C28D4.3"
"cel01230","CELE_C30F12.7"
"cel01230","CELE_C31C9.2"
"cel01230","CELE_C32F10.8"
"cel01230","CELE_C34F6.8"
"cel01230","CELE_C37E2.1"
"cel01230","CELE_C44E4.3"
"cel01230","CELE_C45B2.5"
"cel01230","CELE_C49F5.1"
"cel01230","CELE_C50F4.2"
"cel01230","CELE_D2023.2"
"cel01230","CELE_F01F1.12"
"cel01230","CELE_F01G10.1"
"cel01230","CELE_F08F8.7"
"cel01230","CELE_F22B8.6"
"cel01230","CELE_F25G6.6"
"cel01230","CELE_F25H5.3"
"cel01230","CELE_F26D10.10"
"cel01230","CELE_F26H9.5"
"cel01230","CELE_F33H1.2"
"cel01230","CELE_F35G12.2"
"cel01230","CELE_F43G9.1"
"cel01230","CELE_F54A3.4"
"cel01230","CELE_F54H12.1"
"cel01230","CELE_F55G1.9"
"cel01230","CELE_F57B10.3"
"cel01230","CELE_F59A7.9"
"cel01230","CELE_F59B8.2"
"cel01230","CELE_K01C8.1"
"cel01230","CELE_K02A4.1"
"cel01230","CELE_K03H1.1"
"cel01230","CELE_K08F8.4"
"cel01230","CELE_K10B3.7"
"cel01230","CELE_K10B3.8"
"cel01230","CELE_K10H10.2"
"cel01230","CELE_M02D8.4"
"cel01230","CELE_M153.1"
"cel01230","CELE_R03D7.1"
"cel01230","CELE_R08E5.2"
"cel01230","CELE_R102.4"
"cel01230","CELE_R151.2"
"cel01230","CELE_T01C8.5"
"cel01230","CELE_T03F1.3"
"cel01230","CELE_T05D4.1"
"cel01230","CELE_T09F3.3"
"cel01230","CELE_T13A10.11"
"cel01230","CELE_T20G5.2"
"cel01230","CELE_T21B10.2"
"cel01230","CELE_T22H6.2"
"cel01230","CELE_W07E11.1"
"cel01230","CELE_Y105C5B.28"
"cel01230","CELE_Y17G7B.7"
"cel01230","CELE_Y24D9A.8"
"cel01230","CELE_Y44A6D.5"
"cel01230","CELE_Y51H7C.9"
"cel01230","CELE_Y62E10A.13"
"cel01230","CELE_Y71H10A.1"
"cel01230","CELE_ZC373.1"
"cel01230","CELE_ZK1127.10"
"cel01230","CELE_ZK455.1"
"cel01230","CELE_ZK593.1"
"cel01232","CELE_B0001.4"
"cel01232","CELE_C03C10.3"
"cel01232","CELE_C06G3.5"
"cel01232","CELE_C29E4.8"
"cel01232","CELE_C29F7.3"
"cel01232","CELE_C34F11.3"
"cel01232","CELE_C37H5.6"
"cel01232","CELE_C47D2.2"
"cel01232","CELE_E02H1.6"
"cel01232","CELE_F08C6.6"
"cel01232","CELE_F19B6.1"
"cel01232","CELE_F25B5.3"
"cel01232","CELE_F25H2.5"
"cel01232","CELE_F32D1.5"
"cel01232","CELE_F38B2.4"
"cel01232","CELE_F40F8.1"
"cel01232","CELE_F45F2.9"
"cel01232","CELE_F49E8.4"
"cel01232","CELE_F55B11.1"
"cel01232","CELE_K02D7.1"
"cel01232","CELE_K07A1.2"
"cel01232","CELE_K08H10.4"
"cel01232","CELE_M106.4"
"cel01232","CELE_R05G6.5"
"cel01232","CELE_R06C7.5"
"cel01232","CELE_R07E4.4"
"cel01232","CELE_R07H5.8"
"cel01232","CELE_R53.2"
"cel01232","CELE_T03F1.8"
"cel01232","CELE_T19B4.3"
"cel01232","CELE_T22D1.3"
"cel01232","CELE_T23G5.1"
"cel01232","CELE_W06H3.3"
"cel01232","CELE_Y105E8B.5"
"cel01232","CELE_Y10G11A.1"
"cel01232","CELE_Y43C5A.5"
"cel01232","CELE_Y71H10B.1"
"cel01232","CELE_ZC395.7"
"cel01232","CELE_ZK563.7"
"cel01232","CELE_ZK643.2"
"cel01232","CELE_ZK673.2"
"cel01232","CELE_ZK783.2"
"cel01240","CELE_B0041.6"
"cel01240","CELE_B0205.6"
"cel01240","CELE_B0310.5"
"cel01240","CELE_C05C8.7"
"cel01240","CELE_C05D11.11"
"cel01240","CELE_C06E7.1"
"cel01240","CELE_C06E7.3"
"cel01240","CELE_C10G11.5"
"cel01240","CELE_C15H9.7"
"cel01240","CELE_C17G1.3"
"cel01240","CELE_C18C4.3"
"cel01240","CELE_C24F3.4"
"cel01240","CELE_C26E6.11"
"cel01240","CELE_C28H8.11"
"cel01240","CELE_C29E4.8"
"cel01240","CELE_C29F7.3"
"cel01240","CELE_C31H2.4"
"cel01240","CELE_C36B1.7"
"cel01240","CELE_C37H5.6"
"cel01240","CELE_C42C1.5"
"cel01240","CELE_C44H9.1"
"cel01240","CELE_C45G3.3"
"cel01240","CELE_C49F5.1"
"cel01240","CELE_D2024.2"
"cel01240","CELE_D2085.1"
"cel01240","CELE_E01A2.1"
"cel01240","CELE_E02H1.6"
"cel01240","CELE_F10G8.9"
"cel01240","CELE_F17C8.9"
"cel01240","CELE_F25B5.6"
"cel01240","CELE_F25H2.5"
"cel01240","CELE_F25H9.6"
"cel01240","CELE_F26H9.4"
"cel01240","CELE_F26H9.5"
"cel01240","CELE_F29F11.1"
"cel01240","CELE_F32G8.6"
"cel01240","CELE_F35H8.6"
"cel01240","CELE_F37B12.2"
"cel01240","CELE_F38B2.4"
"cel01240","CELE_F39G3.1"
"cel01240","CELE_F40F8.1"
"cel01240","CELE_F49E2.1"
"cel01240","CELE_F49H6.5"
"cel01240","CELE_F52B11.2"
"cel01240","CELE_F54D8.3"
"cel01240","CELE_F57B9.1"
"cel01240","CELE_F57B9.4"
"cel01240","CELE_F57C9.1"
"cel01240","CELE_K02A4.1"
"cel01240","CELE_K04F1.15"
"cel01240","CELE_K06A4.5"
"cel01240","CELE_K07B1.2"
"cel01240","CELE_K07E3.3"
"cel01240","CELE_K07E3.4"
"cel01240","CELE_K07G5.6"
"cel01240","CELE_K08E3.5"
"cel01240","CELE_LLC1.3"
"cel01240","CELE_M01F1.3"
"cel01240","CELE_M176.2"
"cel01240","CELE_M88.1"
"cel01240","CELE_R05G6.5"
"cel01240","CELE_R06C7.5"
"cel01240","CELE_R07B7.5"
"cel01240","CELE_R10H10.6"
"cel01240","CELE_R11A8.3"
"cel01240","CELE_R53.1"
"cel01240","CELE_T02E1.5"
"cel01240","CELE_T03F1.2"
"cel01240","CELE_T04H1.7"
"cel01240","CELE_T04H1.8"
"cel01240","CELE_T05G5.5"
"cel01240","CELE_T05H4.13"
"cel01240","CELE_T06D8.5"
"cel01240","CELE_T06H11.4"
"cel01240","CELE_T07A9.2"
"cel01240","CELE_T07C4.1"
"cel01240","CELE_T07C5.1"
"cel01240","CELE_T08B1.3"
"cel01240","CELE_T11F9.11"
"cel01240","CELE_T13A10.11"
"cel01240","CELE_T21C12.2"
"cel01240","CELE_T27A3.6"
"cel01240","CELE_W02D3.2"
"cel01240","CELE_W06B3.1"
"cel01240","CELE_W06H3.3"
"cel01240","CELE_Y105E8B.9"
"cel01240","CELE_Y17G7B.10"
"cel01240","CELE_Y44A6D.5"
"cel01240","CELE_Y46G5A.2"
"cel01240","CELE_Y47D9A.1"
"cel01240","CELE_Y54G2A.17"
"cel01240","CELE_Y57G11C.11"
"cel01240","CELE_Y65B4A.8"
"cel01240","CELE_Y71H2AM.6"
"cel01240","CELE_Y77E11A.2"
"cel01240","CELE_ZC395.2"
"cel01240","CELE_ZC410.7"
"cel01240","CELE_ZC434.5"
"cel01240","CELE_ZC443.5"
"cel01240","CELE_ZC455.4"
"cel01240","CELE_ZK632.4"
"cel01240","CELE_ZK637.9"
"cel01240","CELE_ZK652.9"
"cel01240","CELE_ZK673.2"
"cel01250","CELE_B0024.12"
"cel01250","CELE_C01F1.3"
"cel01250","CELE_C05C8.7"
"cel01250","CELE_C14F11.6"
"cel01250","CELE_C36A4.4"
"cel01250","CELE_C42C1.5"
"cel01250","CELE_C47B2.6"
"cel01250","CELE_C53B4.7"
"cel01250","CELE_C54E4.5"
"cel01250","CELE_D2096.4"
"cel01250","CELE_F07A11.2"
"cel01250","CELE_F14B4.2"
"cel01250","CELE_F21D5.1"
"cel01250","CELE_F22B3.4"
"cel01250","CELE_F29F11.1"
"cel01250","CELE_F52B11.2"
"cel01250","CELE_F56H6.5"
"cel01250","CELE_K03H1.13"
"cel01250","CELE_K08E3.5"
"cel01250","CELE_M01D7.4"
"cel01250","CELE_R01H2.5"
"cel01250","CELE_R05F9.6"
"cel01250","CELE_T23G11.2"
"cel01250","CELE_W06B4.2"
"cel01250","CELE_Y43F4B.5"
"cel01250","CELE_Y47D9A.1"
"cel01250","CELE_Y87G2A.8"
"cel01250","CELE_ZK1058.3"
"cel01250","CELE_ZK632.4"
"cel01320","CELE_C17G1.7"
"cel01320","CELE_F59A7.9"
"cel01320","CELE_K10H10.2"
"cel01320","CELE_R08E5.2"
"cel01320","CELE_T14G10.1"
"cel02010","CELE_C05A9.1"
"cel02010","CELE_C18C4.2"
"cel02010","CELE_C34G6.4"
"cel02010","CELE_C44B7.8"
"cel02010","CELE_C44B7.9"
"cel02010","CELE_C47A10.1"
"cel02010","CELE_C54G10.3"
"cel02010","CELE_DH11.3"
"cel02010","CELE_F12B6.1"
"cel02010","CELE_F14F4.3"
"cel02010","CELE_F22E10.1"
"cel02010","CELE_F22E10.2"
"cel02010","CELE_F22E10.3"
"cel02010","CELE_F42E11.1"
"cel02010","CELE_F43E2.4"
"cel02010","CELE_F57A10.3"
"cel02010","CELE_F57C12.4"
"cel02010","CELE_F57C12.5"
"cel02010","CELE_K08E7.9"
"cel02010","CELE_T02D1.5"
"cel02010","CELE_T10H9.5"
"cel02010","CELE_T21E8.1"
"cel02010","CELE_W04C9.1"
"cel02010","CELE_W09D6.6"
"cel02010","CELE_Y39D8C.1"
"cel02010","CELE_Y48G8AL.11"
"cel02010","CELE_Y50E8A.16"
"cel02010","CELE_Y74C10AR.3"
"cel02010","CELE_ZK455.7"
"cel02010","CELE_ZK484.2"
"cel03008","CELE_B0205.7"
"cel03008","CELE_B0280.9"
"cel03008","CELE_C05C8.5"
"cel03008","CELE_C05D11.9"
"cel03008","CELE_C08B6.8"
"cel03008","CELE_C15C6.4"
"cel03008","CELE_C15H11.3"
"cel03008","CELE_C15H11.6"
"cel03008","CELE_C25A1.6"
"cel03008","CELE_C47B2.5"
"cel03008","CELE_C48B6.2"
"cel03008","CELE_C53H9.2"
"cel03008","CELE_E02H1.6"
"cel03008","CELE_F13H8.2"
"cel03008","CELE_F26E4.10"
"cel03008","CELE_F27C1.6"
"cel03008","CELE_F30A10.9"
"cel03008","CELE_F31C3.11"
"cel03008","CELE_F31C3.7"
"cel03008","CELE_F31C3.8"
"cel03008","CELE_F31C3.9"
"cel03008","CELE_F52C9.8"
"cel03008","CELE_F55A12.8"
"cel03008","CELE_F55F10.1"
"cel03008","CELE_F55F8.3"
"cel03008","CELE_H35B03.2"
"cel03008","CELE_K01C8.9"
"cel03008","CELE_K01G5.4"
"cel03008","CELE_K01G5.5"
"cel03008","CELE_K07C5.4"
"cel03008","CELE_K10C3.5"
"cel03008","CELE_M01B12.5"
"cel03008","CELE_M28.5"
"cel03008","CELE_R05H10.2"
"cel03008","CELE_T01C3.7"
"cel03008","CELE_T01G9.6"
"cel03008","CELE_T07A9.9"
"cel03008","CELE_T09B4.23"
"cel03008","CELE_T19A6.2"
"cel03008","CELE_T25G3.3"
"cel03008","CELE_T27C5.18"
"cel03008","CELE_W01B11.3"
"cel03008","CELE_W06E11.4"
"cel03008","CELE_Y102A5D.10"
"cel03008","CELE_Y102A5D.11"
"cel03008","CELE_Y102A5D.12"
"cel03008","CELE_Y102A5D.5"
"cel03008","CELE_Y102A5D.6"
"cel03008","CELE_Y102A5D.7"
"cel03008","CELE_Y102A5D.8"
"cel03008","CELE_Y102A5D.9"
"cel03008","CELE_Y105E8B.3"
"cel03008","CELE_Y23H5B.5"
"cel03008","CELE_Y39A1A.14"
"cel03008","CELE_Y39G8C.1"
"cel03008","CELE_Y45F10D.7"
"cel03008","CELE_Y48A6B.3"
"cel03008","CELE_Y48B6A.3"
"cel03008","CELE_Y48C3A.7"
"cel03008","CELE_Y51H7C.11"
"cel03008","CELE_Y53C12B.1"
"cel03008","CELE_Y54E10BR.4"
"cel03008","CELE_Y56A3A.33"
"cel03008","CELE_Y61A9LA.10"
"cel03008","CELE_Y62E10A.24"
"cel03008","CELE_Y66A7A.2"
"cel03008","CELE_Y66H1A.4"
"cel03008","CELE_Y71F9AM.5"
"cel03008","CELE_Y75B8A.7"
"cel03008","CELE_ZC434.4"
"cel03008","CELE_ZK1127.5"
"cel03008","CELE_ZK218.12"
"cel03008","CELE_ZK218.16"
"cel03008","CELE_ZK218.17"
"cel03008","CELE_ZK218.18"
"cel03008","CELE_ZK218.19"
"cel03008","CELE_ZK218.20"
"cel03008","CELE_ZK430.1"
"cel03008","CELE_ZK632.14"
"cel03008","CELE_ZK742.1"
"cel03008","CELE_ZK795.3"
"cel03010","CELE_B0041.4"
"cel03010","CELE_B0205.11"
"cel03010","CELE_B0250.1"
"cel03010","CELE_B0261.4"
"cel03010","CELE_B0303.15"
"cel03010","CELE_B0336.10"
"cel03010","CELE_B0393.1"
"cel03010","CELE_B0412.4"
"cel03010","CELE_B0432.3"
"cel03010","CELE_B0511.8"
"cel03010","CELE_B0513.3"
"cel03010","CELE_C03D6.8"
"cel03010","CELE_C04F12.4"
"cel03010","CELE_C05D11.10"
"cel03010","CELE_C06B8.8"
"cel03010","CELE_C09D4.5"
"cel03010","CELE_C09H10.2"
"cel03010","CELE_C14A4.14"
"cel03010","CELE_C14A4.2"
"cel03010","CELE_C14B9.7"
"cel03010","CELE_C16A3.9"
"cel03010","CELE_C23G10.3"
"cel03010","CELE_C25A1.13"
"cel03010","CELE_C26E6.6"
"cel03010","CELE_C26F1.4"
"cel03010","CELE_C26F1.9"
"cel03010","CELE_C27A2.2"
"cel03010","CELE_C30C11.1"
"cel03010","CELE_C32A3.2"
"cel03010","CELE_C32E8.2"
"cel03010","CELE_C34E10.11"
"cel03010","CELE_C37A2.7"
"cel03010","CELE_C42C1.14"
"cel03010","CELE_C49H3.11"
"cel03010","CELE_C53H9.1"
"cel03010","CELE_C54C6.1"
"cel03010","CELE_CD4.3"
"cel03010","CELE_D1007.12"
"cel03010","CELE_D1007.6"
"cel03010","CELE_D2007.4"
"cel03010","CELE_E02A10.1"
"cel03010","CELE_E02H1.8"
"cel03010","CELE_E04A4.8"
"cel03010","CELE_F07D10.1"
"cel03010","CELE_F09G8.3"
"cel03010","CELE_F10B5.1"
"cel03010","CELE_F10E7.7"
"cel03010","CELE_F13B10.2"
"cel03010","CELE_F13G3.11"
"cel03010","CELE_F21D5.8"
"cel03010","CELE_F25H2.10"
"cel03010","CELE_F25H5.6"
"cel03010","CELE_F28C6.7"
"cel03010","CELE_F28D1.7"
"cel03010","CELE_F29B9.10"
"cel03010","CELE_F31C3.11"
"cel03010","CELE_F31C3.7"
"cel03010","CELE_F31C3.8"
"cel03010","CELE_F31C3.9"
"cel03010","CELE_F33D4.5"
"cel03010","CELE_F33D4.8"
"cel03010","CELE_F34H10.1"
"cel03010","CELE_F36A2.6"
"cel03010","CELE_F37C12.11"
"cel03010","CELE_F37C12.4"
"cel03010","CELE_F37C12.9"
"cel03010","CELE_F39B2.6"
"cel03010","CELE_F40F11.1"
"cel03010","CELE_F40F8.10"
"cel03010","CELE_F42C5.8"
"cel03010","CELE_F43C1.6"
"cel03010","CELE_F45E12.5"
"cel03010","CELE_F52B5.6"
"cel03010","CELE_F53A3.3"
"cel03010","CELE_F53G12.10"
"cel03010","CELE_F54C4.1"
"cel03010","CELE_F54C9.5"
"cel03010","CELE_F54D7.6"
"cel03010","CELE_F54D7.7"
"cel03010","CELE_F54E7.2"
"cel03010","CELE_F55D10.2"
"cel03010","CELE_F56B3.8"
"cel03010","CELE_F56D1.3"
"cel03010","CELE_F56E10.4"
"cel03010","CELE_F56F3.5"
"cel03010","CELE_F59A3.3"
"cel03010","CELE_H06I04.4"
"cel03010","CELE_JC8.3"
"cel03010","CELE_K01C8.6"
"cel03010","CELE_K02B2.5"
"cel03010","CELE_K04D7.1"
"cel03010","CELE_K07A12.7"
"cel03010","CELE_K11B4.1"
"cel03010","CELE_K11H12.2"
"cel03010","CELE_K11H3.6"
"cel03010","CELE_M01F1.2"
"cel03010","CELE_M01F1.6"
"cel03010","CELE_M88.2"
"cel03010","CELE_R11D1.8"
"cel03010","CELE_R11D1.9"
"cel03010","CELE_R12E2.12"
"cel03010","CELE_R13A5.8"
"cel03010","CELE_R151.3"
"cel03010","CELE_R186.8"
"cel03010","CELE_T01C3.6"
"cel03010","CELE_T01E8.6"
"cel03010","CELE_T03D8.2"
"cel03010","CELE_T04A8.11"
"cel03010","CELE_T05E11.1"
"cel03010","CELE_T05F1.3"
"cel03010","CELE_T07A9.11"
"cel03010","CELE_T08B2.10"
"cel03010","CELE_T08B2.8"
"cel03010","CELE_T09B4.23"
"cel03010","CELE_T12G3.5"
"cel03010","CELE_T13H5.5"
"cel03010","CELE_T14B4.2"
"cel03010","CELE_T21B10.1"
"cel03010","CELE_T22F3.4"
"cel03010","CELE_T23B12.2"
"cel03010","CELE_T23B12.3"
"cel03010","CELE_T24B8.1"
"cel03010","CELE_T25D3.2"
"cel03010","CELE_T27C5.18"
"cel03010","CELE_W01D2.1"
"cel03010","CELE_W04B5.4"
"cel03010","CELE_W04D2.5"
"cel03010","CELE_W09C5.6"
"cel03010","CELE_W09D10.3"
"cel03010","CELE_Y102A5D.10"
"cel03010","CELE_Y102A5D.11"
"cel03010","CELE_Y102A5D.12"
"cel03010","CELE_Y102A5D.5"
"cel03010","CELE_Y102A5D.6"
"cel03010","CELE_Y102A5D.7"
"cel03010","CELE_Y102A5D.8"
"cel03010","CELE_Y102A5D.9"
"cel03010","CELE_Y105E8A.16"
"cel03010","CELE_Y106G6H.3"
"cel03010","CELE_Y119C1B.4"
"cel03010","CELE_Y119D3B.16"
"cel03010","CELE_Y24D9A.4"
"cel03010","CELE_Y34D9A.1"
"cel03010","CELE_Y37D8A.18"
"cel03010","CELE_Y37E3.7"
"cel03010","CELE_Y37E3.8"
"cel03010","CELE_Y39A1A.6"
"cel03010","CELE_Y39B6A.39"
"cel03010","CELE_Y41D4B.5"
"cel03010","CELE_Y43B11AR.4"
"cel03010","CELE_Y43F8C.8"
"cel03010","CELE_Y45F10D.12"
"cel03010","CELE_Y48B6A.2"
"cel03010","CELE_Y48C3A.10"
"cel03010","CELE_Y48E1B.5"
"cel03010","CELE_Y48G8AL.8"
"cel03010","CELE_Y54E10A.7"
"cel03010","CELE_Y54G11A.17"
"cel03010","CELE_Y55F3AM.1"
"cel03010","CELE_Y55F3BL.1"
"cel03010","CELE_Y57G11C.16"
"cel03010","CELE_Y57G11C.34"
"cel03010","CELE_Y62E10A.1"
"cel03010","CELE_Y66H1A.3"
"cel03010","CELE_Y71A12B.1"
"cel03010","CELE_Y71F9AL.13"
"cel03010","CELE_Y92H12BR.8"
"cel03010","CELE_ZC262.8"
"cel03010","CELE_ZC410.10"
"cel03010","CELE_ZC434.2"
"cel03010","CELE_ZK1010.1"
"cel03010","CELE_ZK1098.7"
"cel03010","CELE_ZK218.12"
"cel03010","CELE_ZK218.16"
"cel03010","CELE_ZK218.17"
"cel03010","CELE_ZK218.18"
"cel03010","CELE_ZK218.19"
"cel03010","CELE_ZK218.20"
"cel03010","CELE_ZK652.4"
"cel03010","KEF34_r01"
"cel03010","KEF34_r02"
"cel03013","CELE_B0240.4"
"cel03013","CELE_B0513.2"
"cel03013","CELE_C01F6.5"
"cel03013","CELE_C02B10.4"
"cel03013","CELE_C03D6.4"
"cel03013","CELE_C05C10.2"
"cel03013","CELE_C09G9.2"
"cel03013","CELE_C15H11.3"
"cel03013","CELE_C15H11.6"
"cel03013","CELE_C16A3.8"
"cel03013","CELE_C16C10.4"
"cel03013","CELE_C26D10.2"
"cel03013","CELE_C29E4.3"
"cel03013","CELE_C29E4.4"
"cel03013","CELE_C35A5.8"
"cel03013","CELE_C43E11.1"
"cel03013","CELE_C49H3.10"
"cel03013","CELE_C53D5.6"
"cel03013","CELE_F07A11.3"
"cel03013","CELE_F10G8.3"
"cel03013","CELE_F23B2.6"
"cel03013","CELE_F23F1.5"
"cel03013","CELE_F26A3.2"
"cel03013","CELE_F28B3.8"
"cel03013","CELE_F28D9.1"
"cel03013","CELE_F29B9.6"
"cel03013","CELE_F31E3.5"
"cel03013","CELE_F32E10.4"
"cel03013","CELE_F32H2.4"
"cel03013","CELE_F33D11.10"
"cel03013","CELE_F37E3.1"
"cel03013","CELE_F46B6.3"
"cel03013","CELE_F53F10.5"
"cel03013","CELE_F53G2.6"
"cel03013","CELE_F56A3.3"
"cel03013","CELE_F56D2.4"
"cel03013","CELE_F59A2.1"
"cel03013","CELE_K01G5.4"
"cel03013","CELE_K02F3.11"
"cel03013","CELE_K07F5.13"
"cel03013","CELE_K12C11.2"
"cel03013","CELE_K12D12.2"
"cel03013","CELE_M18.7"
"cel03013","CELE_R03G5.1"
"cel03013","CELE_R06A4.4"
"cel03013","CELE_R06F6.5"
"cel03013","CELE_R07E5.14"
"cel03013","CELE_R07G3.3"
"cel03013","CELE_R09B3.5"
"cel03013","CELE_R186.7"
"cel03013","CELE_T01G9.4"
"cel03013","CELE_T02H6.2"
"cel03013","CELE_T07D4.4"
"cel03013","CELE_T20G5.9"
"cel03013","CELE_T23H2.1"
"cel03013","CELE_T25G3.3"
"cel03013","CELE_W08E3.2"
"cel03013","CELE_Y32H12A.2"
"cel03013","CELE_Y37D8A.17"
"cel03013","CELE_Y37E3.15"
"cel03013","CELE_Y41D4B.19"
"cel03013","CELE_Y43F4B.4"
"cel03013","CELE_Y48G1A.5"
"cel03013","CELE_Y48G8AL.6"
"cel03013","CELE_Y56A3A.17"
"cel03013","CELE_Y65B4A.6"
"cel03013","CELE_Y69A2AR.16"
"cel03013","CELE_Y71F9AM.5"
"cel03013","CELE_Y71H2B.2"
"cel03013","CELE_Y73B6BL.18"
"cel03013","CELE_Y77E11A.13"
"cel03013","CELE_ZK328.5"
"cel03013","CELE_ZK742.1"
"cel03015","CELE_C01F6.5"
"cel03015","CELE_C02B10.4"
"cel03015","CELE_C03D6.3"
"cel03015","CELE_C05A2.1"
"cel03015","CELE_C05C10.2"
"cel03015","CELE_C06A1.3"
"cel03015","CELE_C09H5.7"
