"UniprotID.TF","Name.TF","total_targets","deg_targets","prop_deg","contrast","index"
"Q22703","dpl-1",4258,212,0.0497886331611085,"RB2060_TR_vs_N2",10.555190230155
"Q23482","lin-37",2180,108,0.0495412844036697,"RB2060_TR_vs_N2",5.35045871559633
"O01683","hmg-3",447,22,0.0492170022371365,"RB2060_TR_vs_N2",1.082774049217
"A8WFJ9","ets-4",183,9,0.0491803278688525,"RB2060_TR_vs_N2",0.442622950819672
"D0VWM8","tdp-1",2601,125,0.0480584390618993,"RB2060_TR_vs_N2",6.00730488273741
"Q21955","mdt-15",1085,52,0.047926267281106,"RB2060_TR_vs_N2",2.49216589861751
"Q21374","-",214,10,0.0467289719626168,"RB2060_TR_vs_N2",0.467289719626168
"Q9XUB3","rec-8",45,2,0.0444444444444444,"RB2060_TR_vs_N2",0.0888888888888889
"P17512","mtl-2",756,32,0.0423280423280423,"RB2060_TR_vs_N2",1.35449735449735
"H2L008","ztf-16",24,1,0.0416666666666667,"RB2060_TR_vs_N2",0.0416666666666667
"O01519","ets-7",24,1,0.0416666666666667,"RB2060_TR_vs_N2",0.0416666666666667
"P91437","-",50,2,0.04,"RB2060_TR_vs_N2",0.08
"P34706","sdc-3",849,33,0.03886925795053,"RB2060_TR_vs_N2",1.28268551236749
"P41846","mml-1",52,2,0.0384615384615385,"RB2060_TR_vs_N2",0.0769230769230769
"B2D6M2","lin-61",445,17,0.0382022471910112,"RB2060_TR_vs_N2",0.649438202247191
"O02273","lsl-1",520,19,0.0365384615384615,"RB2060_TR_vs_N2",0.694230769230769
"Q95PX3","tbx-7",110,4,0.0363636363636364,"RB2060_TR_vs_N2",0.145454545454545
"P48996","dpy-27",1516,53,0.0349604221635884,"RB2060_TR_vs_N2",1.85290237467018
"G5EGE9","dpy-26",431,15,0.0348027842227378,"RB2060_TR_vs_N2",0.522041763341067
"Q9U2M1","dpy-28",607,21,0.0345963756177924,"RB2060_TR_vs_N2",0.726523887973641
"Q10574","lin-32",30,1,0.0333333333333333,"RB2060_TR_vs_N2",0.0333333333333333
"G5EDE1","pag-3",92,3,0.0326086956521739,"RB2060_TR_vs_N2",0.0978260869565217
"Q09249","-",31,1,0.032258064516129,"RB2060_TR_vs_N2",0.032258064516129
"Q69YW8","ceh-90",283,9,0.0318021201413428,"RB2060_TR_vs_N2",0.286219081272085
"O45080","ceh-48",161,5,0.031055900621118,"RB2060_TR_vs_N2",0.15527950310559
